Token 	Tags Validés
na 	 PRP 
sto 	 NOM:com 
za 	 PRP 
rasklapanje 	 NOM:com 
belu 	 ADJ 
salvetu 	 NOM:com 
od 	 PRP 
damasta 	 NOM:com 
i 	 KON:COOR 
seče 	 VER 
na 	 PRP 
njoj 	 PRO:PER 
kolače 	NOM:com
s 	 PRP 
makom 	 NOM:com 
. 	 SENT 
 	  
Počinjem 	 VER 
da 	 KON:SUB 
jedem 	 VER 
, 	 PUN 
osećam 	 VER 
, 	 PUN 
u 	 PRP 
snu 	 NOM:com 
, 	 PUN 
ukus 	 NOM:com 
, 	 PUN 
čak 	 ADV 
i 	 KON:COOR 
miris 	 NOM:com 
maka 	 NOM:com 
, 	 PUN 
sakupljam 	 VER 
mrvice 	 NOM:com 
sa 	 PRP 
salvete 	 NOM:com 
. 	 SENT 
 	  
Ali 	 KON:COOR 
kako 	 KON:SUB 
taj 	 ADJ:DEM 
obed 	 NOM:com 
, 	 PUN 
taj 	 ADJ:DEM 
obred 	 NOM:com 
traje 	 VER 
suviše 	 ADV 
dugo 	 ADV 
, 	 PUN 
sumnja 	 NOM:com 
odjednom 	 ADV 
počinje 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
uvlači 	 VER 
na 	 PRP 
mala 	 ADJ 
vrata 	 NOM:com 
sna 	 NOM:com 
, 	 PUN 
a 	 KON:COOR 
moj 	 ADJ:POS 
apetit 	 NOM:com 
ostaje 	 VER 
i 	 KON:COOR 
dalje 	 ADV:KOM 
nezadovoljen 	 ADJ 
, 	 PUN 
pa 	 KON:COOR 
shvatam 	 VER 
jednim 	ADJ:IND
krajičkom 	NOM:com
svesti 	 NOM:com 
da 	 KON:SUB 
je 	 VER 
to 	 PRO:DEM 
zapravo 	 ADV 
san 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
onda 	 ADV 
mi 	 PRO:PER 
sine 	 NOM:com 
misao 	 NOM:com 
da 	 KON:SUB 
treba 	 VER 
, 	 PUN 
dakle 	 PAR 
, 	 PUN 
da 	 KON:SUB 
izmislim 	 VER 
još 	 ADV 
kolača 	 NOM:com 
i 	 KON:COOR 
voća 	 NOM:com 
za 	 PRP 
svoju 	 ADJ:POS 
trpezu 	 NOM:com 
, 	 PUN 
pa 	 KON:COOR 
da 	 KON:SUB 
je 	PRO:PER
, 	 PUN 
kao 	 KON:SUB 
Isus 	 NOM:NAM 
vodu 	 NOM:com 
, 	 PUN 
pretvorim 	 VER 
u 	 PRP 
vino 	 NOM:com 
svog 	 ADJ:POS 
sna 	 NOM:com 
. 	 SENT 
 	  
Ali 	 KON:COOR 
baš 	 ADV 
tada 	 ADV 
, 	 PUN 
u 	 PRP 
tom 	 ADJ:DEM 
sjajnom 	 ADJ 
trenutku 	 NOM:com 
lucidnosti 	 NOM:com 
, 	 PUN 
skoro 	 ADV 
božanske 	 ADJ 
, 	 PUN 
ulazi 	 VER 
mi 	 PRO:PER 
u 	 PRP 
svest 	 NOM:com 
misao 	 NOM:com 
Ja 	PRO:PER
ovo 	 PRO:DEM 
sanjam 	 VER 
JA 	 PRO:PER 
OVO 	 PRO:DEM 
SANJAM 	 VER 
( 	 PUN 
jer 	 KON:SUB 
san 	 NOM:com 
ne 	 PAR 
trpi 	 VER 
lucidnost 	 NOM:com 
) 	 PUN 
i 	 KON:COOR 
ja 	 PRO:PER 
pokušavam 	 VER 
da 	 KON:SUB 
odbacim 	 VER 
tu 	 ADJ:DEM 
misao 	 NOM:com 
, 	 PUN 
ne 	 PAR 
zato 	 ADV 
što 	 KON:SUB 
bi 	 VER:AUX 
ona 	 PRO:PER 
bila 	 VER 
lažna 	 ADJ 
, 	 PUN 
nego 	 KON:SUB 
upravo 	 ADV 
zato 	 ADV 
što 	 KON:SUB 
osećam 	 VER 
da 	 KON:SUB 
je 	 VER 
istinita 	ADJ
. 	 SENT 
 	  
I 	 KON:COOR 
tada 	 ADV 
se 	 PRO:REF 
budim 	 VER 
sa 	 PRP 
osećanjem 	 NOM:com 
paklene 	 ADJ 
gladi 	 NOM:com 
u 	 PRP 
utrobi 	 NOM:com 
, 	 PUN 
pa 	 KON:COOR 
se 	 PRO:REF 
zatim 	 ADV 
još 	 ADV 
dugo 	 ADV 
prevrćem 	 VER 
, 	 PUN 
pokušavajući 	 VER 
da 	 KON:SUB 
podmetnem 	 VER 
sebi 	 PRO:PER 
neku 	 ADJ:IND 
drugu 	 ADJ:IND 
varku 	 NOM:com 
. 	 SENT 
 	  
Po 	 PRP 
analogiji 	 NOM:com 
sa 	 PRP 
snom 	 NOM:com 
u 	 PRP 
kojem 	 PRO:REL 
jedem 	 VER 
kolače 	 NOM:com 
, 	 PUN 
jedne 	 ADJ:IND 
noći 	 NOM:com 
, 	 PUN 
u 	 PRP 
snu 	 NOM:com 
, 	 PUN 
u 	 PRP 
sunčanom 	 ADJ 
pejzažu 	 NOM:com 
našeg 	 ADJ:POS 
sela 	 NOM:com 
, 	 PUN 
susrećem 	 VER 
na 	 PRP 
obali 	 NOM:com 
reke 	 NOM:com 
, 	 PUN 
u 	 PRP 
polju 	 NOM:com 
, 	 PUN 
među 	 PRP 
travama 	 NOM:com 
i 	 KON:COOR 
cvećem 	 NOM:col 
, 	 PUN 
gospođicu 	 NOM:com 
Magdalenu 	 NOM:NAM 
, 	 PUN 
mladu 	ADJ
sobaricu 	 NOM:com 
direktora 	 NOM:com 
škole 	 NOM:com 
. 	 SENT 
 	  
To 	 PRO:DEM 
je 	 VER 
jedna 	 ADJ:IND 
crnooka 	 ADJ 
prsata 	ADJ
devojka 	 NOM:com 
, 	 PUN 
koja 	 PRO:REL 
je 	 VER:AUX 
posle 	 PRP 
službe 	 NOM:com 
u 	 PRP 
Pešti 	 NOM:NAM 
došla 	 VER 
u 	 PRP 
naše 	 ADJ:POS 
krajeve 	 NOM:com 
sa 	 PRP 
nekim 	 ADJ:IND 
oficirom 	 NOM:com 
, 	 PUN 
pa 	 KON:COOR 
je 	 PRO:PER 
, 	 PUN 
napuštena 	 ADJ 
, 	 PUN 
postala 	 VER 
zavodnica 	 NOM:com 
zbog 	 PRP 
koje 	 PRO:REL 
su 	 VER:AUX 
se 	 PRO:REF 
seoski 	 ADJ 
momci 	 NOM:com 
krvili 	 VER 
. 	 SENT 
 	  
Znao 	 VER 
sam 	 VER:AUX 
da 	 KON:SUB 
je 	 VER 
ona 	 PRO:PER 
bludničila 	 VER 
sa 	 PRP 
mojim 	 ADJ:POS 
mladim 	 ADJ 
rođacima 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
sam 	 VER:AUX 
ih 	 PRO:PER 
jednog 	 ADJ:IND 
dana 	 NOM:com 
uhodio 	 VER 
, 	 PUN 
i 	 KON:COOR 
često 	 ADV 
sam 	 VER:AUX 
je 	PRO:PER
sretao 	 VER 
na 	 PRP 
nasipu 	 NOM:com 
kojim 	 PRO:REL 
je 	 VER:AUX 
odlazila 	 VER 
u 	 PRP 
susedno 	 ADJ 
selo 	 NOM:com 
ili 	 KON:COOR 
na 	 PRP 
tajne 	 ADJ 
sastanke 	 NOM:com 
, 	 PUN 
predveče 	 ADV 
. 	 SENT 
 	  
Jednom 	 ADV 
me 	 PRO:PER 
je 	 VER:AUX 
čak 	 ADV 
pomilovala 	 VER 
po 	 PRP 
kosi 	 NOM:com 
, 	 PUN 
kada 	 KON:SUB 
sam 	 VER:AUX 
ja 	 PRO:PER 
, 	 PUN 
drhteći 	 VER 
od 	 PRP 
straha 	 NOM:com 
da 	 KON:SUB 
mi 	 PRO:PER 
ne 	 PAR 
otkrije 	 VER 
misao 	 NOM:com 
u 	 PRP 
očima 	 NOM:com 
, 	 PUN 
stao 	 VER 
pred 	 PRP 
nju 	 PRO:PER 
i 	 KON:COOR 
pozdravio 	 VER 
je 	PRO:PER
. 	 SENT 
 	  
Odluka 	 NOM:com 
koju 	 PRO:REL 
sam 	 VER:AUX 
bio 	VER:AUX
doneo 	 VER 
, 	 PUN 
to 	 PRO:DEM 
jest 	 PAR 
da 	 KON:SUB 
silujem 	 VER 
u 	 PRP 
snu 	 NOM:com 
gospođicu 	 NOM:com 
Magdalenu 	 NOM:NAM 
, 	 PUN 
pretrpela 	 VER 
je 	 VER:AUX 
potpun 	 ADJ 
fijasko 	 NOM:com 
. 	 SENT 
 	  
Stvar 	 NOM:com 
se 	 PRO:REF 
ponovila 	 VER 
, 	 PUN 
u 	 PRP 
snu 	 NOM:com 
, 	 PUN 
skoro 	 ADV 
do 	 PRP 
u 	 PRP 
dlaku 	 NOM:com 
isto 	 ADV 
kao 	 KON:SUB 
na 	 PRP 
javi 	 NOM:com 
: 	 PUN 
gospođica 	 NOM:com 
Magdalena 	 NOM:NAM 
dolazila 	 VER 
je 	 VER:AUX 
nasipom 	 NOM:com 
, 	 PUN 
zatim 	 ADV 
je 	 VER:AUX 
sišla 	 VER 
u 	 PRP 
polje 	 NOM:com 
i 	 KON:COOR 
krenula 	 VER 
prema 	 PRP 
meni 	 PRO:PER 
da 	 KON:SUB 
me 	 PRO:PER 
pomiluje 	 VER 
po 	 PRP 
kosi 	 NOM:com 
. 	 SENT 
 	  
Sramna 	 ADJ 
odluka 	 NOM:com 
koju 	 PRO:REL 
sam 	 VER:AUX 
bio 	VER:AUX
doneo 	 VER 
ugasila 	 VER 
se 	 PRO:REF 
u 	 PRP 
onom 	 ADJ:DEM 
trenutku 	 NOM:com 
kada 	 ADV:REL 
sam 	 VER:AUX 
postao 	 VER 
svestan 	 ADJ 
da 	 KON:SUB 
je 	 VER 
tako 	 ADV 
nešto 	 PRO:IND 
mogućno 	 ADJ 
jedino 	 ADJ 
u 	 PRP 
snu 	 NOM:com 
( 	 PUN 
JA 	 PRO:PER 
OVO 	 PRO:DEM 
SANJAM 	 VER 
, 	 PUN 
JA 	 PRO:PER 
OVO 	 PRO:DEM 
SANJAM 	 VER 
) 	 PUN 
i 	 KON:COOR 
ja 	 PRO:PER 
se 	 PRO:REF 
probudih 	 VER 
pun 	 ADJ 
stida 	 NOM:com 
i 	 KON:COOR 
kajanja 	 NOM:com 
. 	 SENT 
 	  
Dugo 	 ADV 
sam 	 VER:AUX 
posle 	 PRP 
toga 	 PRO:DEM 
izbegavao 	 VER 
susret 	 NOM:com 
s 	 PRP 
njom 	 PRO:PER 
, 	 PUN 
i 	 KON:COOR 
kada 	 KON:SUB 
bi 	 VER:AUX 
ona 	 PRO:PER 
dolazila 	 VER 
nasipom 	 NOM:com 
, 	 PUN 
bežao 	 VER 
sam 	 VER:AUX 
i 	 KON:COOR 
skrivao 	 VER 
se 	 PRO:REF 
u 	 PRP 
žbunje 	NOM:col
kraj 	 PRP 
reke 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
mi 	 PRO:PER 
se 	 PRO:REF 
činilo 	 VER 
da 	 KON:SUB 
bi 	 VER:AUX 
i 	 KON:COOR 
sama 	 ADJ 
mogla 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
priseti 	 VER 
mog 	 ADJ:POS 
sna 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
bila 	 VER 
je 	 VER:AUX 
sasvim 	 ADV 
prisutna 	 ADJ 
u 	 PRP 
njemu 	 PRO:PER 
, 	 PUN 
kao 	 KON:SUB 
i 	 KON:COOR 
ja 	 PRO:PER 
, 	 PUN 
i 	 KON:COOR 
dovoljno 	 ADV 
blizu 	 ADV 
da 	 KON:SUB 
je 	 VER:AUX 
mogla 	 VER 
videti 	 VER 
odluku 	 NOM:com 
na 	 PRP 
mom 	 ADJ:POS 
licu 	 NOM:com 
, 	 PUN 
moje 	 ADJ:POS 
drhtanje 	 NOM:com 
, 	 PUN 
pa 	 KON:COOR 
čak 	 ADV 
i 	 KON:COOR 
onaj 	 ADJ:DEM 
pokret 	 NOM:com 
ruke 	 NOM:com 
kojim 	 PRO:REL 
sam 	 VER:AUX 
hteo 	 VER 
da 	 KON:SUB 
je 	PRO:PER
uhvatim 	 VER 
za 	 PRP 
grudi 	 NOM:com 
. 	 SENT 
 	
Ali 	 KON:COOR 
jedne 	 ADJ:IND 
noći 	 NOM:com 
, 	 PUN 
shvativši 	 VER 
da 	 KON:SUB 
nemam 	 VER 
svedoka 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
ženu 	 NOM:com 
koju 	 PRO:REL 
sam 	 VER:AUX 
sreo 	 VER 
na 	 PRP 
livadi 	 NOM:com 
ispod 	 PRP 
drveta 	 NOM:com 
divlje 	 ADJ 
kruške 	 NOM:com 
nisam 	 VER:AUX 
poznavao 	 VER 
, 	 PUN 
nisam 	 VER 
je 	 VER:AUX 
nikad 	 ADV:IND 
dotle 	 ADV 
video 	 VER 
, 	 PUN 
dakle 	 PAR 
ni 	 PAR 
ona 	 PRO:PER 
nije 	 VER:AUX 
poznavala 	 VER 
mene 	 PRO:PER 
, 	 PUN 
ja 	 PRO:PER 
sam 	 VER:AUX 
rešio 	 VER 
da 	 KON:SUB 
istrajem 	 VER 
u 	 PRP 
svojoj 	 ADJ:POS 
odluci 	 NOM:com 
i 	 KON:COOR 
da 	 KON:SUB 
je 	PRO:PER
jednostavno 	ADV
silujem 	VER
. 	 SENT 
 	  
Bio 	 VER 
sam 	 VER:AUX 
opsednut 	 ADJ 
sofistikom 	 NOM:com 
svog 	 ADJ:POS 
sna 	 NOM:com 
u 	 PRP 
kome 	 PRO:REL 
se 	 PRO:REF 
može 	 VER 
grešiti 	 VER 
ne 	 PAR 
samo 	 ADV 
bez 	 PRP 
kazne 	 NOM:com 
, 	 PUN 
nego 	 KON:SUB 
čak 	 ADV 
i 	 KON:COOR 
bez 	 PRP 
greha 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
ta 	 ADJ:DEM 
žena 	 NOM:com 
neće 	 VER:AUX 
zapravo 	 ADV 
biti 	VER:AUX
silovana 	VER
, 	 PUN 
ta 	 ADJ:DEM 
žena 	 NOM:com 
i 	 KON:COOR 
ne 	 PAR 
postoji 	 VER 
nigde 	 ADV:IND 
drugde 	ADV:IND
osim 	 PRP 
u 	 PRP 
mojim 	 ADJ:POS 
snovima 	 NOM:com 
, 	 PUN 
ona 	 PRO:PER 
je 	 VER 
živa 	 ADJ 
samo 	 ADV 
toliko 	 ADV 
koliko 	 ADV:REL 
i 	 KON:COOR 
mlade 	 ADJ 
junakinje 	 NOM:com 
mojih 	 ADJ:POS 
večernjih 	 ADJ 
lektira 	 NOM:com 
, 	 PUN 
samo 	 ADV 
još 	 ADV 
anonimnije 	ADV:KOM
, 	 PUN 
još 	 ADV 
apstraktnije 	 ADV:KOM 
. 	 SENT 
 	  
Njena 	 ADJ:POS 
je 	VER
jedina 	 ADJ 
prednost 	 NOM:com 
u 	 PRP 
tome 	 PRO:DEM 
, 	 PUN 
ove 	PRO:DEM
iz 	 PRP 
snova 	 NOM:com 
, 	 PUN 
što 	 PRO:REL 
je 	 VER:AUX 
otelotvorena 	 VER 
, 	 PUN 
na 	 PRP 
nivou 	 NOM:com 
sna 	 NOM:com 
, 	 PUN 
razume 	 VER 
se 	 PRO:REF 
. 	 SENT 
 	  
Bila 	 VER 
je 	 VER:AUX 
to 	 PRO:DEM 
jedna 	 ADJ:IND 
seljanka 	 NOM:com 
tridesetih 	 NUM:ORD 
godina 	 NOM:com 
, 	 PUN 
beloputna 	 ADJ 
i 	 KON:COOR 
mirišljava 	 ADJ 
. 	 SENT 
 	  
Brala 	 VER 
je 	 VER:AUX 
divlje 	 ADJ 
kruške 	 NOM:com 
i 	 KON:COOR 
smeškala 	 VER 
mi 	 PRO:PER 
se 	 PRO:REF 
. 	 SENT 
 	  
U 	 PRP 
blizini 	 NOM:com 
nije 	 VER:AUX 
bilo 	 VER 
nikog 	 PRO:IND 
. 	 SENT 
 	  
U 	 PRP 
trenutku 	 NOM:com 
kada 	 ADV:REL 
sam 	 VER:AUX 
bio 	 VER:AUX 
doneo 	 VER 
svoju 	 ADJ:POS 
odluku 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
s 	 PRP 
nekim 	 ADJ:IND 
olakšanjem 	 NOM:com 
i 	 KON:COOR 
ponosom 	 NOM:com 
, 	 PUN 
mada 	 KON:SUB 
na 	 PRP 
granici 	 NOM:com 
nesvestice 	 NOM:com 
od 	 PRP 
straha 	 NOM:com 
i 	 KON:COOR 
uzbuđenja 	 NOM:com 
, 	 PUN 
odjednom 	 ADV 
se 	 PRO:REF 
ceo 	 ADJ 
dekor 	 NOM:com 
sklonio 	 VER 
sa 	 PRP 
vidika 	 NOM:com 
, 	 PUN 
kao 	 KON:SUB 
nekim 	 ADJ:IND 
čudom 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
samo 	 ADV 
smo 	 VER:AUX 
nas 	 PRO:PER 
dvoje 	 NUM:ZBR 
stajali 	 VER 
jedno 	 PRO:NUM 
prema 	 PRP 
drugom 	 PRO:NUM 
, 	 PUN 
oči 	 NOM:com 
u 	 PRP 
oči 	 NOM:com 
. 	 SENT 
 	  
Uspeo 	 VER 
sam 	 VER:AUX 
još 	 ADV 
da 	 KON:SUB 
se 	 PRO:REF 
obradujem 	 VER 
lepoti 	 NOM:com 
i 	 KON:COOR 
bliskosti 	 NOM:com 
svog 	 ADJ:POS 
plena 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
se 	 PRO:REF 
divim 	 VER 
njenoj 	 ADJ:POS 
koži 	 NOM:com 
i 	 KON:COOR 
njenim 	 ADJ:POS 
očima 	 NOM:com 
, 	 PUN 
blistanju 	 NOM:com 
njenih 	 ADJ:POS 
zuba 	 NOM:com 
. 	 SENT 
 	  
U 	 PRP 
trenutku 	 NOM:com 
kada 	 ADV:REL 
sam 	 VER:AUX 
se 	 PRO:REF 
dosetio 	 VER 
da 	 KON:SUB 
bi 	 VER:AUX 
ona 	 PRO:PER 
mogla 	 VER 
da 	 KON:SUB 
mi 	 PRO:PER 
pruži 	 VER 
otpor 	 NOM:com 
, 	 PUN 
ili 	 KON:COOR 
da 	 KON:SUB 
me 	 PRO:PER 
preda 	 PRP 
policiji 	 NOM:com 
, 	 PUN 
skoro 	 ADV 
sam 	 VER:AUX 
se 	 PRO:REF 
nasmejao 	 VER 
svom 	 ADJ:POS 
strahu 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
sam 	 VER:AUX 
se 	 PRO:REF 
setio 	 VER 
da 	 KON:SUB 
je 	 VER 
sve 	 ADJ:IND 
to 	 PRO:DEM 
budalasto 	ADJ
, 	 PUN 
jer 	 KON:SUB 
tu 	 ADV 
sam 	 VER:AUX 
ženu 	 NOM:com 
zapravo 	 ADV 
ja 	 PRO:PER 
sam 	 VER:AUX 
izmislio 	 VER 
i 	 KON:COOR 
stvorio 	 VER 
po 	 PRP 
meri 	 NOM:com 
svog 	 ADJ:POS 
sna 	 NOM:com 
i 	 KON:COOR 
svojih 	 ADJ:POS 
snaga 	 NOM:com 
, 	 PUN 
dakle 	 PAR 
samo 	 ADV 
napred 	 ADV 
, 	 PUN 
zavrni 	 VER 
joj 	 PRO:PER 
suknju 	 NOM:com 
, 	 PUN 
mladiću 	 NOM:com 
, 	 PUN 
pa 	 KON:COOR 
nju 	 PRO:PER 
si 	 VER:AUX 
ti 	 PRO:PER 
sam 	 VER:AUX 
izmislio 	 VER 
u 	 PRP 
snu 	 NOM:com 
, 	 PUN 
dakle 	 PAR 
ja 	 PRO:PER 
ovo 	 PRO:DEM 
sanjam 	 VER 
, 	 PUN 
JA 	 PRO:PER 
OVO 	 PRO:DEM 
SANJAM 	 VER 
, 	 PUN 
a 	 KON:COOR 
žena 	 NOM:com 
je 	 VER 
i 	 KON:COOR 
dalje 	 ADV:KOM 
prolazila 	 VER 
kraj 	 PRP 
mene 	 PRO:PER 
, 	 PUN 
smeškajući 	 VER 
se 	 PRO:REF 
, 	 PUN 
podsmevajući 	 VER 
se 	 PRO:REF 
mojoj 	 ADJ:POS 
neodlučnosti 	 NOM:com 
i 	 KON:COOR 
mome 	 ADJ:POS 
strahu 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
nisam 	 VER:AUX 
se 	 PRO:REF 
bio 	 VER:AUX 
sasvim 	 ADV 
probudio 	 VER 
, 	 PUN 
samo 	 ADV 
sam 	 VER:AUX 
tom 	 ADJ:DEM 
mišlju 	 NOM:com 
da 	 KON:SUB 
ja 	 PRO:PER 
zapravo 	 ADV 
sanjam 	 VER 
diskvalifikovao 	 VER 
svoju 	 ADJ:POS 
odluku 	 NOM:com 
i 	 KON:COOR 
bio 	VER:AUX
primoran 	VER
da 	 KON:SUB 
san 	 NOM:com 
prihvatim 	 VER 
kao 	 KON:SUB 
stvar 	 NOM:com 
na 	 PRP 
koju 	 PRO:REL 
ja 	 PRO:PER 
ne 	 PAR 
mogu 	 VER 
sasvim 	 ADV 
da 	 KON:SUB 
delujem 	 VER 
snagom 	 NOM:com 
svoje 	 ADJ:POS 
volje 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
ne 	 PAR 
mogu 	 VER 
da 	 KON:SUB 
ga 	 PRO:PER 
eksploatišem 	 VER 
kao 	 KON:SUB 
rudnik 	 NOM:com 
greha 	 NOM:com 
i 	 KON:COOR 
poroka 	 NOM:com 
. 	 SENT 
 	  
U 	 PRP 
drugom 	 ADJ:IND 
sloju 	 NOM:com 
tog 	 ADJ:DEM 
istog 	 ADJ 
sna 	 NOM:com 
, 	 PUN 
ja 	 PRO:PER 
sam 	 VER:AUX 
pobegao 	 VER 
goreći 	 VER 
od 	 PRP 
stida 	 NOM:com 
i 	 KON:COOR 
nisam 	 VER:AUX 
uspeo 	 VER 
da 	 KON:SUB 
poletim 	 VER 
, 	 PUN 
nego 	 KON:COOR 
sam 	 VER:AUX 
padao 	 VER 
dugo 	 ADV 
- 	 PUN 
dugo 	 ADV 
u 	 PRP 
duboki 	 ADJ 
ambis 	 NOM:com 
, 	 PUN 
lako 	 ADV 
, 	 PUN 
skoro 	 ADV 
kao 	 KON:SUB 
da 	 KON:SUB 
letim 	 VER 
, 	 PUN 
mada 	 KON:SUB 
sam 	 VER:AUX 
znao 	 VER 
da 	 KON:SUB 
me 	 PRO:PER 
dole 	 ADV 
čeka 	 VER 
pad 	 NOM:com 
, 	 PUN 
udar 	 NOM:com 
i 	 KON:COOR 
vatra 	 NOM:com 
, 	 PUN 
ali 	 KON:COOR 
sam 	 VER:AUX 
hteo 	 VER 
da 	 KON:SUB 
uživam 	 VER 
što 	 KON:SUB 
duže 	ADV:KOM
, 	 PUN 
makar 	 PAR 
u 	 PRP 
lepoti 	 NOM:com 
tog 	 ADJ:DEM 
vrtoglavog 	 ADJ 
padanja 	 NOM:com 
, 	 PUN 
jer 	 KON:SUB 
ionako 	 ADV 
ću 	 VER:AUX 
se 	 PRO:REF 
probuditi 	 VER 
kada 	 KON:SUB 
budem 	VER:AUX
pao 	 VER 
, 	 PUN 
jer 	 KON:SUB 
sve 	 ADJ:IND 
ovo 	 PRO:DEM 
nije 	 VER 
istina 	 NOM:com 
, 	 PUN 
još 	 ADV 
se 	 PRO:REF 
nisam 	 VER:AUX 
sasvim 	 ADV 
probudio 	 VER 
, 	 PUN 
ja 	 PRO:PER 
ovo 	 PRO:DEM 
sanjam 	 VER 
, 	 PUN 
JA 	 PRO:PER 
OVO 	 PRO:DEM 
SANJAM 	 VER 
, 	 PUN 
kao 	 KON:SUB 
i 	 KON:COOR 
ono 	 PRO:DEM 
malopre 	 ADV 
, 	 PUN 
JA 	 PRO:PER 
OVO 	 PRO:DEM 
SANJAM 	 VER 
. 	 SENT 
 	  
U 	 PRP 
tom 	 ADJ:DEM 
trenutku 	 NOM:com 
prestaje 	 VER 
lakoća 	 NOM:com 
mog 	 ADJ:POS 
pada 	 NOM:com 
u 	 PRP 
pakao 	 NOM:com 
, 	 PUN 
tog 	 ADJ:DEM 
pada 	 NOM:com 
tako 	 ADV 
sličnog 	 ADJ 
letu 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
ja 	 PRO:PER 
shvatam 	 VER 
da 	 KON:SUB 
sanjam 	 VER 
i 	 KON:COOR 
proveravam 	 VER 
na 	 PRP 
kojoj 	 PRO:REL 
sam 	VER
strani 	 NOM:com 
. 	 SENT 
 	  
Poslednjim 	 ADJ 
naporom 	 NOM:com 
volje 	 NOM:com 
okrećem 	 VER 
se 	 PRO:REF 
na 	 PRP 
desnu 	ADJ
stranu 	 NOM:com 
: 	 PUN 
O 	 INT 
, 	 PUN 
mea 	STR
culpa 	STR
, 	 PUN 
mea 	STR
maxima 	STR
culpa 	STR
, 	 PUN 
o 	 INT 
, 	 PUN 
srce 	 NOM:com 
, 	 PUN 
o 	 INT 
, 	 PUN 
noći 	 NOM:com 
! 	 SENT 
 	  
Oslonjen 	 ADJ 
na 	 PRP 
laktove 	 NOM:com 
, 	 PUN 
zadihan 	 ADJ 
kao 	 KON:SUB 
mlad 	 ADJ 
pas 	 NOM:com 
, 	 PUN 
pokušavam 	 VER 
da 	 KON:SUB 
se 	 PRO:REF 
otresem 	 VER 
priviđenja 	 NOM:com 
i 	 KON:COOR 
grešnih 	 ADJ 
misli 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
zaboravim 	 VER 
svoje 	 ADJ:POS 
poraze 	 NOM:com 
. 	 SENT 
 	  
U 	 PRP 
pepeljastom 	ADJ
sumraku 	 NOM:com 
jutra 	 NOM:com 
ugledam 	 VER 
tada 	 ADV 
svoju 	 ADJ:POS 
majku 	 NOM:com 
i 	 KON:COOR 
svoju 	 ADJ:POS 
sestru 	 NOM:com 
i 	 KON:COOR 
osvedočavam 	 VER 
se 	 PRO:REF 
, 	 PUN 
pritajena 	 ADJ 
daha 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
one 	 PRO:PER 
spavaju 	 VER 
i 	 KON:COOR 
da 	 KON:SUB 
, 	 PUN 
dakle 	 PAR 
, 	 PUN 
nisu 	 VER:AUX 
bile 	VER
svedoci 	 NOM:com 
mojih 	 ADJ:POS 
mora 	 NOM:com 
i 	 KON:COOR 
mojih 	 ADJ:POS 
košmara 	 NOM:com 
, 	 PUN 
da 	 KON:SUB 
se 	 PRO:REF 
, 	 PUN 
dakle 	 PAR 
, 	 PUN 
nisam 	 VER:AUX 
izdao 	 VER 
nekom 	 ADJ:IND 
rečju 	 NOM:com 
ili 	 KON:COOR 
pokretom 	 NOM:com 
ruke 	 NOM:com 
. 	 SENT 
 	  
Večnost 	 NOM:com 
i 	 KON:COOR 
smrt 	 NOM:com 
, 	 PUN 
tajanstvo 	 NOM:com 
vremena 	 NOM:com 
, 	 PUN 
stajali 	 VER 
bi 	 VER:AUX 
preda 	 PRP 
mnom 	 PRO:PER 
nedokučivi 	 ADJ 
i 	 KON:COOR 
nepobeđeni 	 ADJ 
. 	 SENT 
 	  
Vreme 	 NOM:com 
se 	 PRO:REF 
u 	 PRP 
tamnoj 	 ADJ 
kukuljici 	 NOM:com 
noći 	 NOM:com 
i 	 KON:COOR 
jutarnjeg 	 ADJ 
sumraka 	 NOM:com 
kondenzuje 	VER
i 	 KON:COOR 
zgušnjava 	VER
kao 	 KON:SUB 
mleko 	 NOM:com 
, 	 PUN 
i 	 KON:COOR 
ja 	 PRO:PER 
pokušavam 	 VER 
naivno 	 ADV 
da 	 KON:SUB 
ga 	 PRO:PER 
prozrem 	 VER 
, 	 PUN 
budan 	 ADJ 
, 	 PUN 
i 	 KON:COOR 
otkrivam 	 VER 
samo 	 ADV 
duboko 	ADJ
ćutanje 	 NOM:com 
u 	 PRP 
sumraku 	 NOM:com 
rastočenih 	 ADJ 
stvari 	 NOM:com 
, 	 PUN 
pritisnutih 	 ADJ 
svojom 	 ADJ:POS 
noćnom 	 ADJ 
specifičnom 	 ADJ 
težinom 	 NOM:com 
, 	 PUN 
zaustavljeno 	ADJ
